,width,height,channel
6522,1024,768,3
6523,1024,768,3
6524,768,1024,3
6525,576,1024,3
6526,800,388,3
6527,768,1024,3
6528,1024,708,3
6529,1024,576,3
6530,1024,768,3
6531,579,1024,3
6532,621,1024,3
6533,1024,1024,3
6534,1024,768,3
6535,1024,768,3
6536,1024,768,3
6537,1024,768,3
6538,576,1024,3
6539,1024,768,3
6540,1024,768,3
6541,800,554,3
6542,768,1024,3
6543,1024,768,3
6544,720,960,3
6545,768,1024,3
6546,800,600,3
6547,768,1024,3
6548,730,718,3
6549,1024,984,3
6550,768,1024,3
6551,1024,768,3
6552,768,1024,3
6553,768,1024,3
6554,768,1024,3
6555,600,800,3
6556,768,1024,3
6557,800,600,3
6558,768,1024,3
6559,1024,951,3
6560,768,1024,3
6561,600,392,3
6562,640,480,3
6563,1024,768,3
6564,800,600,3
6565,1024,768,3
6566,1024,1024,3
6567,1024,1024,3
6568,1024,473,3
6569,600,800,3
6570,1024,768,3
6571,800,600,3
6572,500,404,3
6573,800,600,3
6574,768,1024,3
6575,800,600,3
6576,800,600,3
6577,800,378,3
6578,800,600,3
6579,1024,768,3
6580,1024,768,3
6581,497,1024,3
6582,768,1024,3
6583,800,378,3
6584,800,566,3
6585,768,1024,3
6586,1024,576,3
6587,1024,768,3
6588,800,700,3
6589,1024,768,3
6590,360,800,3
6591,1024,768,3
6592,576,1024,3
6593,1024,768,3
6594,1024,768,3
6595,681,1024,3
6596,800,600,3
6597,720,1024,3
6598,1024,768,3
6599,800,600,3
6600,1024,1024,3
6601,768,1024,3
6602,1024,768,3
6603,800,800,3
6604,800,799,3
6605,1024,768,3
6606,1024,768,3
6607,800,600,3
6608,768,1024,3
6609,1024,768,3
6610,1024,768,3
6611,1024,768,3
6612,250,250,3
6613,768,1024,3
6614,1024,768,3
6615,1024,768,3
6616,593,800,3
6617,1024,473,3
6618,1024,932,3
6619,1024,768,3
6620,1024,768,3
6621,1024,576,3
6622,768,1024,3
6623,1024,768,3
6624,1024,768,3
6625,600,800,3
6626,1024,1024,3
6627,1024,768,3
6628,768,1024,3
6629,800,600,3
6630,1024,768,3
6631,800,594,3
6632,1024,484,3
6633,1024,768,3
6634,840,1024,3
6635,600,800,3
6636,800,592,3
6637,1024,768,3
6638,768,1024,3
6639,1024,768,3
6640,473,355,3
6641,1024,768,3
6642,800,600,3
6643,800,450,3
6644,1024,768,3
6645,896,885,3
6646,1024,768,3
6647,768,1024,3
6648,800,360,3
6649,768,1024,3
6650,450,800,3
6651,1024,768,3
6652,1024,768,3
6653,961,526,3
6654,716,1024,3
6655,768,1024,3
6656,1024,768,3
6657,1024,768,3
6658,800,555,3
6659,1024,782,3
6660,736,1024,3
6661,600,800,3
6662,800,600,3
6663,768,1024,3
6664,1024,768,3
6665,450,800,3
6666,768,1024,3
6667,1024,768,3
6668,1024,768,3
6669,800,600,3
6670,977,1024,3
6671,744,827,3
6672,800,388,3
6673,1024,768,3
6674,1024,768,3
6675,800,600,3
6676,1024,768,3
6677,1024,768,3
6678,1024,498,3
6679,1024,768,3
6680,1024,1024,3
6681,1024,768,3
6682,1024,576,3
6683,1024,485,3
6684,1024,576,3
6685,373,800,3
6686,768,1024,3
6687,600,800,3
6688,960,720,3
6689,800,600,3
6690,768,1024,3
6691,800,373,3
6692,1024,1024,3
6693,532,600,3
6694,1024,861,3
6695,736,1024,3
6696,768,1024,3
6697,1024,768,3
6698,1024,473,3
6699,800,600,3
6700,1024,768,3
6701,1024,768,3
6702,1024,768,3
6703,640,800,3
6704,768,1024,3
6705,1024,768,3
6706,600,800,3
6707,800,600,3
6708,1024,768,3
6709,1024,473,3
6710,768,1024,3
6711,768,1024,3
6712,768,1024,3
6713,1024,768,3
6714,768,1024,3
6715,800,360,3
6716,760,1024,3
6717,1024,768,3
6718,1024,538,3
6719,1024,768,3
6720,1024,1024,3
6721,1024,768,3
6722,1024,768,3
6723,1024,1001,3
6724,402,767,3
6725,765,795,3
6726,800,600,3
6727,800,323,3
6728,1024,768,3
6729,1024,1024,3
6730,1024,1024,3
6731,1024,768,3
6732,1024,768,3
6733,1024,768,3
6734,1024,768,3
6735,1024,768,3
6736,1024,768,3
6737,1024,768,3
6738,800,600,3
6739,815,1024,3
6740,769,1024,3
6741,800,600,3
6742,1024,768,3
6743,600,800,3
6744,768,1024,3
6745,1024,768,3
6746,1024,768,3
6747,1024,768,3
6748,680,1024,3
6749,1024,768,3
6750,800,600,3
6751,800,600,3
6752,800,600,3
6753,1024,1024,3
6754,768,1024,3
6755,640,480,3
6756,1024,768,3
6757,800,600,3
6758,1024,790,3
6759,640,480,3
6760,768,1024,3
6761,1000,1000,3
6762,1024,461,3
6763,800,600,3
6764,1024,1011,3
6765,768,1024,3
6766,768,1024,3
6767,600,800,3
6768,600,800,3
6769,480,640,3
6770,768,1024,3
6771,800,600,3
6772,837,742,3
6773,768,1024,3
6774,1024,768,3
6775,800,360,3
6776,1024,576,3
6777,800,378,3
6778,768,1024,3
6779,668,1024,3
6780,960,720,3
6781,768,1024,3
6782,1024,768,3
6783,768,1024,3
6784,1024,768,3
6785,378,514,3
6786,800,600,3
6787,800,600,3
6788,768,1024,3
6789,900,900,3
6790,800,800,3
6791,800,600,3
6792,1024,768,3
6793,1024,575,3
6794,688,880,3
6795,800,600,3
6796,1024,934,3
6797,1024,1024,3
6798,768,1024,3
6799,768,1024,3
6800,768,1024,3
6801,1024,498,3
6802,800,600,3
6803,1024,768,3
6804,1024,768,3
6805,1024,768,3
6806,1024,985,3
6807,1024,768,3
6808,800,360,3
6809,1024,768,3
6810,1024,768,3
6811,768,1024,3
6812,600,800,3
6813,1024,473,3
6814,768,1024,3
6815,576,1024,3
6816,1024,768,3
6817,800,360,3
6818,1024,768,3
6819,800,600,3
6820,1024,768,3
6821,1024,768,3
6822,800,600,3
6823,768,1024,3
6824,600,800,3
6825,800,600,3
6826,800,600,3
6827,768,1024,3
6828,1024,768,3
6829,1024,473,3
6830,320,240,3
6831,982,1024,3
6832,1024,806,3
6833,1024,854,3
6834,450,800,3
6835,1024,768,3
6836,768,1024,3
6837,768,1024,3
6838,800,600,3
6839,800,600,3
6840,818,289,3
6841,1024,768,3
6842,576,1024,3
6843,1024,768,3
6844,361,800,3
6845,1024,575,3
6846,800,600,3
6847,1024,768,3
6848,1024,768,3
6849,1024,768,3
6850,1024,768,3
6851,1024,768,3
6852,924,1024,3
6853,1024,907,3
6854,691,550,3
6855,769,1024,3
6856,1024,768,3
6857,1024,1024,3
6858,1024,473,3
6859,1024,575,3
6860,360,800,3
6861,1024,768,3
6862,1024,1024,3
6863,574,800,3
6864,800,646,3
6865,1024,623,3
6866,1024,1024,3
6867,1024,768,3
6868,1024,768,3
6869,800,600,3
6870,768,1024,3
6871,768,1024,3
6872,900,900,3
6873,600,800,3
6874,281,500,3
6875,1024,768,3
6876,768,1024,3
6877,1002,1024,3
6878,600,800,3
6879,1024,768,3
6880,1024,768,3
6881,1024,630,3
6882,1024,627,3
6883,1024,768,3
6884,1024,1024,3
6885,696,1024,3
6886,800,360,3
6887,1024,768,3
6888,800,600,3
6889,976,1024,3
6890,1024,768,3
6891,800,800,3
6892,800,600,3
6893,373,800,3
6894,600,800,3
6895,1024,768,3
6896,800,600,3
6897,768,1024,3
6898,800,600,3
6899,800,772,3
6900,1024,768,3
6901,800,600,3
6902,577,1024,3
6903,768,1024,3
6904,1024,768,3
6905,1024,768,3
6906,640,480,3
6907,1000,1000,3
6908,600,800,3
6909,600,800,3
6910,593,1024,3
6911,800,600,3
6912,1024,768,3
6913,1024,768,3
6914,1024,754,3
6915,1024,768,3
6916,768,1024,3
6917,1024,768,3
6918,800,600,3
6919,1024,768,3
6920,1024,1024,3
6921,768,1024,3
6922,600,800,3
6923,1024,1024,3
6924,1024,1024,3
6925,1024,648,3
6926,1024,1024,3
6927,1024,768,3
6928,751,1024,3
6929,800,600,3
6930,800,478,3
6931,768,1024,3
6932,1024,542,3
6933,1024,768,3
6934,1024,750,3
6935,1024,576,3
6936,960,720,3
6937,1024,768,3
6938,800,600,3
6939,960,960,3
6940,800,600,3
6941,1024,768,3
6942,800,600,3
6943,1024,768,3
6944,1024,473,3
6945,1024,865,3
6946,768,1024,3
6947,600,800,3
6948,406,363,3
6949,800,800,3
6950,1024,768,3
6951,768,1024,3
6952,1024,632,3
6953,360,800,3
6954,1024,1024,3
6955,1024,768,3
6956,724,1024,3
6957,1024,768,3
6958,768,1024,3
6959,600,800,3
6960,600,800,3
6961,1024,473,3
6962,1024,1024,3
6963,600,800,3
6964,800,800,3
6965,1024,768,3
6966,800,600,3
6967,800,182,3
6968,1024,768,3
6969,1024,768,3
6970,1024,1024,3
6971,768,1024,3
6972,1024,576,3
6973,1024,768,3
6974,800,600,3
6975,576,1024,3
6976,800,600,3
6977,640,480,3
6978,1024,768,3
6979,768,1024,3
6980,1024,768,3
6981,768,1024,3
6982,1024,768,3
6983,800,528,3
6984,768,1024,3
6985,1024,768,3
6986,800,450,3
6987,1024,803,3
6988,800,450,3
6989,720,960,3
6990,768,1024,3
6991,485,1024,3
6992,600,800,3
6993,690,750,3
6994,1024,768,3
6995,800,360,3
6996,800,360,3
6997,1024,768,3
6998,800,600,3
6999,600,800,3
7000,576,1024,3
7001,1024,768,3
7002,768,1024,3
7003,1005,1024,3
7004,1024,768,3
7005,1024,768,3
7006,800,600,3
7007,1024,768,3
7008,1024,573,3
7009,768,1024,3
7010,1024,768,3
7011,1024,768,3
7012,768,1024,3
7013,800,600,3
7014,1024,768,3
7015,800,600,3
7016,800,373,3
7017,1024,768,3
7018,1024,768,3
7019,1024,768,3
7020,800,775,3
7021,768,1024,3
7022,1024,768,3
7023,540,540,3
7024,1024,964,3
7025,800,600,3
7026,768,1024,3
7027,768,1024,3
7028,800,600,3
7029,768,1024,3
7030,1024,768,3
7031,600,600,3
7032,1024,576,3
7033,1024,768,3
7034,1024,768,3
7035,848,664,3
7036,1024,768,3
7037,768,1024,3
7038,512,384,3
7039,576,1024,3
7040,768,1024,3
7041,1024,768,3
7042,768,1024,3
7043,1024,522,3
7044,952,960,3
7045,768,1024,3
7046,800,360,3
7047,576,1024,3
7048,768,1024,3
7049,600,800,3
7050,800,600,3
7051,1024,768,3
7052,1024,768,3
7053,800,618,3
7054,1024,1024,3
7055,1024,768,3
7056,1024,443,3
7057,600,800,3
7058,1024,764,3
7059,1024,768,3
7060,768,1024,3
7061,1024,768,3
7062,614,1024,3
7063,600,800,3
7064,800,388,3
7065,1024,768,3
7066,768,1024,3
7067,800,600,3
7068,1024,768,3
7069,1024,768,3
7070,800,360,3
7071,799,800,3
7072,1024,768,3
7073,768,1024,3
7074,1024,768,3
7075,1000,1000,3
7076,1024,768,3
7077,1024,1024,3
7078,768,1024,3
7079,1024,687,3
7080,800,600,3
7081,800,600,3
7082,768,1024,3
7083,800,547,3
7084,768,1024,3
7085,800,600,3
7086,576,1024,3
7087,600,800,3
7088,800,600,3
7089,1024,768,3
7090,768,1024,3
7091,800,600,3
7092,1024,768,3
7093,1024,478,3
7094,1000,1000,3
7095,768,1024,3
7096,800,428,3
7097,800,600,3
7098,1024,768,3
7099,768,1024,3
7100,1024,768,3
7101,800,600,3
7102,1024,768,3
7103,1024,768,3
7104,1024,768,3
7105,480,640,3
7106,512,1024,3
7107,800,600,3
7108,800,600,3
7109,768,1024,3
7110,1024,768,3
7111,1024,768,3
7112,1024,768,3
7113,600,800,3
7114,640,480,3
7115,768,1024,3
7116,923,1024,3
7117,1024,542,3
7118,1024,768,3
7119,1024,768,3
7120,800,600,3
7121,800,600,3
7122,1024,768,3
7123,800,600,3
7124,800,718,3
7125,1024,768,3
7126,800,600,3
7127,1024,1024,3
7128,1024,768,3
7129,1024,768,3
7130,844,1024,3
7131,768,1024,3
7132,800,600,3
7133,800,378,3
7134,600,800,3
7135,808,1024,3
7136,1024,768,3
7137,728,1024,3
7138,750,1024,3
7139,768,1024,3
7140,1024,768,3
7141,1024,576,3
7142,1024,768,3
7143,800,373,3
7144,800,600,3
7145,1024,768,3
7146,1024,768,3
7147,768,1024,3
7148,1024,768,3
7149,768,1024,3
7150,1024,576,3
7151,800,673,3
7152,1024,768,3
7153,1024,768,3
7154,480,640,3
7155,800,449,3
7156,774,800,3
7157,1024,768,3
7158,800,600,3
7159,800,293,3
7160,800,600,3
7161,768,1024,3
7162,800,373,3
7163,1024,768,3
7164,768,1024,3
7165,800,388,3
7166,1024,768,3
7167,768,1024,3
7168,1024,473,3
7169,768,1024,3
7170,1024,768,3
7171,1024,768,3
7172,1024,1024,3
7173,800,600,3
7174,1024,768,3
7175,1024,1024,3
7176,1024,768,3
7177,1024,1024,3
7178,1024,768,3
7179,831,457,3
7180,1024,768,3
7181,1024,768,3
7182,800,618,3
7183,1024,1024,3
7184,1024,768,3
7185,768,1024,3
7186,768,1024,3
7187,800,360,3
7188,768,1024,3
7189,1024,779,3
7190,1024,768,3
7191,379,800,3
7192,768,1024,3
7193,1024,768,3
7194,934,908,3
7195,600,800,3
7196,768,1024,3
7197,768,1024,3
7198,1024,768,3
7199,1024,703,3
7200,1024,511,3
7201,1024,768,3
7202,768,1024,3
7203,800,373,3
7204,1024,768,3
7205,1024,768,3
7206,1024,768,3
7207,800,600,3
7208,1024,768,3
7209,576,1024,3
7210,1024,768,3
7211,1024,768,3
7212,768,1024,3
7213,800,600,3
7214,800,360,3
7215,600,800,3
7216,1024,768,3
7217,800,600,3
7218,1024,781,3
7219,800,600,3
7220,768,1024,3
7221,1024,768,3
7222,1024,1024,3
7223,1024,576,3
7224,569,1024,3
7225,800,600,3
7226,1024,575,3
7227,600,800,3
7228,768,1024,3
7229,1024,768,3
7230,1024,530,3
7231,1024,768,3
7232,1024,768,3
7233,1024,768,3
7234,768,1024,3
7235,768,1024,3
7236,1024,547,3
7237,1024,768,3
7238,1024,768,3
7239,768,1024,3
7240,800,600,3
7241,473,1024,3
7242,768,1024,3
7243,768,1024,3
7244,1024,768,3
7245,600,800,3
7246,1024,821,3
7247,715,800,3
7248,800,600,3
7249,1024,768,3
7250,600,800,3
7251,1024,1024,3
7252,800,642,3
7253,683,1024,3
7254,1024,768,3
7255,768,1024,3
7256,1024,768,3
7257,576,1024,3
7258,800,600,3
7259,1024,768,3
7260,1024,472,3
7261,1024,473,3
7262,768,1024,3
7263,1024,473,3
7264,616,828,3
7265,768,1024,3
7266,768,1024,3
7267,800,790,3
7268,800,600,3
7269,1024,768,3
7270,768,1024,3
7271,1024,768,3
7272,388,800,3
7273,1024,1024,3
7274,768,1024,3
7275,1006,746,3
7276,1024,768,3
7277,600,800,3
7278,1024,768,3
7279,800,369,3
7280,768,1024,3
7281,1024,576,3
7282,480,640,3
7283,576,1024,3
7284,600,600,3
7285,1024,768,3
7286,360,800,3
7287,768,1024,3
7288,480,380,3
7289,600,800,3
7290,1024,1024,3
7291,1024,768,3
7292,450,800,3
7293,800,452,3
7294,800,600,3
7295,1024,498,3
7296,1024,768,3
7297,540,540,3
7298,768,1024,3
7299,1024,768,3
7300,768,1024,3
7301,1024,944,3
7302,576,1024,3
7303,960,791,3
7304,1024,768,3
7305,1024,768,3
7306,800,600,3
7307,800,600,3
7308,1024,1024,3
7309,1024,768,3
7310,1024,1024,3
7311,1024,768,3
7312,1024,768,3
7313,800,369,3
7314,1000,1000,3
7315,1024,768,3
7316,1024,768,3
7317,360,800,3
7318,1024,768,3
7319,576,1024,3
7320,1024,768,3
7321,960,720,3
7322,768,1024,3
7323,1024,768,3
7324,768,1024,3
7325,1024,768,3
7326,1024,1024,3
7327,768,1024,3
7328,1024,768,3
7329,768,1024,3
7330,768,1024,3
7331,800,383,3
7332,800,600,3
7333,576,1024,3
7334,1024,768,3
7335,1024,768,3
7336,1024,768,3
7337,768,1024,3
7338,768,1024,3
7339,800,600,3
7340,1024,1024,3
7341,800,600,3
7342,800,600,3
7343,600,800,3
7344,1024,768,3
7345,1024,768,3
7346,600,800,3
7347,1024,768,3
7348,768,1024,3
7349,1024,765,3
7350,768,1024,3
7351,480,640,3
7352,800,600,3
7353,359,514,3
7354,1024,768,3
7355,800,600,3
7356,800,800,3
7357,576,1024,3
7358,1024,1024,3
7359,800,360,3
7360,1024,768,3
7361,800,600,3
7362,1024,768,3
7363,768,1024,3
7364,396,800,3
7365,369,800,3
7366,554,800,3
7367,1024,473,3
7368,768,1024,3
7369,768,1024,3
7370,1024,768,3
7371,800,360,3
7372,800,360,3
7373,1024,1024,3
7374,768,1024,3
7375,768,1024,3
7376,768,1024,3
7377,1024,768,3
7378,800,600,3
7379,1024,768,3
7380,768,1024,3
7381,1024,768,3
7382,669,640,3
7383,1024,768,3
7384,763,800,3
7385,1024,768,3
7386,768,1024,3
7387,467,1024,3
7388,1024,768,3
7389,768,1024,3
7390,1024,933,3
7391,1024,799,3
7392,1024,768,3
7393,280,319,3
7394,1024,1024,3
7395,1024,768,3
7396,800,450,3
7397,1024,576,3
7398,800,388,3
7399,1024,768,3
7400,600,800,3
7401,1024,768,3
7402,1024,768,3
7403,1024,768,3
7404,1024,768,3
7405,768,1024,3
7406,800,600,3
7407,800,450,3
7408,800,706,3
7409,766,1024,3
7410,600,800,3
7411,768,1024,3
7412,800,600,3
7413,600,800,3
7414,800,660,3
7415,1024,768,3
7416,800,600,3
7417,768,1024,3
7418,1024,768,3
7419,540,1024,3
7420,1024,768,3
7421,940,1024,3
7422,1024,1024,3
7423,1024,768,3
7424,960,720,3
7425,599,800,3
7426,1024,1024,3
7427,1024,250,3
7428,569,720,3
7429,768,1024,3
7430,1024,768,3
7431,1024,473,3
7432,768,1024,3
7433,800,600,3
7434,800,600,3
7435,600,800,3
7436,768,1024,3
7437,768,1024,3
7438,320,320,3
7439,800,450,3
7440,1024,768,3
7441,600,800,3
7442,768,1024,3
7443,800,600,3
7444,1024,768,3
7445,1024,768,3
7446,768,1024,3
7447,768,1024,3
7448,800,600,3
7449,1024,768,3
7450,1024,768,3
7451,768,1024,3
7452,1024,498,3
7453,1024,1024,3
7454,1024,768,3
7455,997,1024,3
7456,1024,768,3
7457,800,360,3
7458,800,600,3
7459,1024,768,3
7460,1024,473,3
7461,768,1024,3
7462,800,600,3
7463,600,800,3
7464,513,793,3
7465,963,1024,3
7466,800,600,3
7467,768,1024,3
7468,768,1024,3
7469,1024,575,3
7470,1024,768,3
7471,1024,768,3
7472,768,1024,3
7473,658,1000,3
7474,768,1024,3
7475,1024,768,3
7476,750,1024,3
7477,993,1024,3
7478,814,1024,3
7479,1024,563,3
7480,768,1024,3
7481,1024,768,3
7482,768,1024,3
7483,600,800,3
7484,800,600,3
7485,658,828,3
7486,683,1024,3
7487,768,1024,3
7488,800,600,3
7489,1024,768,3
7490,800,723,3
7491,853,1024,3
7492,1024,768,3
7493,800,600,3
7494,597,916,3
7495,768,1024,3
7496,1024,768,3
7497,1024,768,3
7498,1024,768,3
7499,960,573,3
7500,800,360,3
7501,768,1024,3
7502,768,1024,3
7503,768,1024,3
7504,1024,768,3
7505,556,1024,3
7506,1024,768,3
7507,775,800,3
7508,1024,768,3
7509,1024,768,3
7510,1024,1024,3
7511,1024,769,3
7512,407,1024,3
7513,1024,768,3
7514,1024,768,3
7515,361,800,3
7516,1024,768,3
7517,1024,768,3
7518,800,600,3
7519,1024,768,3
7520,1024,768,3
7521,800,600,3
7522,808,960,3
7523,849,1024,3
7524,800,600,3
7525,800,535,3
7526,768,1024,3
7527,1024,768,3
7528,800,600,3
7529,1024,664,3
7530,768,1024,3
7531,800,600,3
7532,768,1024,3
7533,300,300,3
7534,768,1024,3
7535,1024,768,3
7536,1024,768,3
7537,1024,1024,3
7538,768,1024,3
7539,480,640,3
7540,768,1024,3
7541,1024,768,3
7542,1024,768,3
7543,768,1024,3
7544,800,450,3
7545,800,600,3
7546,768,1024,3
7547,1024,768,3
7548,768,1024,3
7549,1024,575,3
7550,1024,768,3
7551,1024,768,3
7552,1024,768,3
7553,600,800,3
7554,768,1024,3
7555,600,600,3
7556,800,600,3
7557,1024,875,3
7558,1024,768,3
7559,800,600,3
7560,1024,827,3
7561,1024,768,3
7562,1024,629,3
7563,1024,1024,3
7564,600,800,3
7565,1024,576,3
7566,481,715,3
7567,1024,768,3
7568,1024,768,3
7569,800,600,3
7570,960,615,3
7571,1024,768,3
7572,1024,924,3
7573,800,582,3
7574,1024,1024,3
7575,628,1024,3
7576,768,1024,3
7577,696,1024,3
7578,800,600,3
7579,1024,768,3
7580,768,1024,3
7581,800,600,3
7582,600,827,3
7583,768,1024,3
7584,800,600,3
7585,768,1024,3
7586,800,600,3
7587,768,1024,3
7588,1024,1024,3
7589,1024,768,3
7590,1024,768,3
7591,768,1024,3
7592,600,800,3
7593,1024,768,3
7594,1024,768,3
7595,1024,768,3
7596,800,378,3
7597,1024,473,3
7598,1024,747,3
7599,1024,768,3
7600,768,1024,3
7601,991,750,3
7602,1024,888,3
7603,1024,768,3
7604,1024,768,3
7605,650,1024,3
7606,576,1024,3
7607,1024,768,3
7608,800,388,3
7609,679,1024,3
7610,1024,1024,3
7611,1024,768,3
7612,768,1024,3
7613,600,800,3
7614,600,800,3
7615,375,500,3
7616,540,540,3
7617,1024,768,3
7618,1024,768,3
7619,1024,768,3
7620,1024,768,3
7621,1024,811,3
7622,356,800,3
7623,1024,473,3
7624,800,600,3
7625,1024,768,3
7626,800,600,3
7627,800,600,3
7628,1024,768,3
7629,1024,768,3
7630,658,964,3
7631,768,1024,3
7632,600,800,3
7633,768,1024,3
7634,1024,619,3
7635,1024,768,3
7636,1024,1024,3
7637,1024,766,3
7638,800,388,3
7639,800,600,3
7640,800,600,3
7641,800,600,3
7642,640,480,3
7643,1024,768,3
7644,1024,768,3
7645,768,1024,3
7646,1024,768,3
7647,800,361,3
7648,800,369,3
7649,800,600,3
7650,1024,768,3
7651,800,449,3
7652,768,1024,3
7653,800,600,3
7654,1024,768,3
7655,1024,768,3
7656,1024,768,3
7657,768,1024,3
7658,1024,824,3
7659,800,600,3
7660,800,600,3
7661,800,717,3
7662,1024,458,3
7663,1024,768,3
7664,1024,768,3
7665,768,1024,3
7666,1024,1011,3
7667,1024,768,3
7668,1024,768,3
7669,800,600,3
7670,1024,768,3
7671,1024,768,3
7672,1024,472,3
7673,800,600,3
7674,800,600,3
7675,388,800,3
7676,768,1024,3
7677,768,1024,3
7678,768,1024,3
7679,1024,819,3
7680,1024,473,3
7681,1024,547,3
7682,800,369,3
7683,1024,1024,3
7684,533,800,3
7685,800,369,3
7686,768,1024,3
7687,1024,765,3
7688,768,1024,3
7689,800,360,3
7690,1024,768,3
7691,600,600,3
7692,1024,1024,3
7693,1024,768,3
7694,1024,768,3
7695,800,600,3
7696,768,1024,3
7697,988,750,3
7698,1024,768,3
7699,682,1024,3
7700,768,1024,3
7701,768,1024,3
7702,1024,765,3
7703,800,402,3
7704,800,532,3
7705,640,480,3
7706,1024,768,3
7707,1024,768,3
7708,600,800,3
7709,1024,768,3
7710,472,1024,3
7711,768,1024,3
7712,1024,768,3
7713,768,1024,3
7714,1024,768,3
7715,450,800,3
7716,800,600,3
7717,388,800,3
7718,768,1024,3
7719,768,1024,3
7720,1024,768,3
7721,576,1024,3
7722,1024,768,3
7723,1024,768,3
7724,768,1024,3
7725,768,1024,3
7726,1024,768,3
7727,800,600,3
7728,724,740,3
7729,768,1024,3
7730,1024,472,3
7731,576,1024,3
7732,1024,768,3
7733,1024,768,3
7734,1024,768,3
7735,1024,768,3
7736,800,600,3
7737,1024,765,3
7738,1024,1024,3
7739,800,600,3
7740,640,480,3
7741,877,669,3
7742,827,1024,3
7743,768,1024,3
7744,1024,768,3
7745,1024,768,3
7746,609,828,3
7747,800,600,3
7748,1024,768,3
7749,1024,768,3
7750,765,1024,3
7751,576,1024,3
7752,576,1024,3
7753,844,681,3
7754,768,1024,3
7755,768,1024,3
7756,1024,768,3
7757,768,1024,3
7758,901,750,3
7759,998,1024,3
7760,434,425,3
7761,1024,769,3
7762,1024,853,3
7763,1024,573,3
7764,960,720,3
7765,800,600,3
7766,1024,573,3
7767,768,1024,3
7768,1024,768,3
7769,768,1024,3
7770,576,1024,3
7771,1024,768,3
7772,1024,768,3
7773,1024,768,3
7774,1024,768,3
7775,768,1024,3
7776,1024,768,3
7777,736,1024,3
7778,768,1024,3
7779,768,1024,3
7780,768,1024,3
7781,640,853,3
7782,768,1024,3
7783,598,800,3
7784,800,600,3
7785,809,1024,3
7786,800,600,3
7787,768,1024,3
7788,1024,768,3
7789,572,800,3
7790,1024,1024,3
7791,800,600,3
7792,1024,1024,3
7793,1024,937,3
7794,1024,768,3
7795,768,1024,3
7796,800,600,3
7797,1024,1024,3
7798,1024,768,3
7799,768,1024,3
7800,874,903,3
7801,800,369,3
7802,1024,768,3
7803,800,360,3
7804,1024,768,3
7805,768,1024,3
7806,1024,768,3
7807,1024,768,3
7808,1024,697,3
7809,1024,755,3
7810,1024,768,3
7811,478,1024,3
7812,800,758,3
7813,1024,768,3
7814,800,600,3
7815,768,1024,3
7816,1024,768,3
7817,800,600,3
7818,1024,1024,3
7819,1024,576,3
7820,1024,768,3
7821,768,1024,3
7822,800,600,3
7823,768,1024,3
7824,768,1024,3
7825,1024,774,3
7826,1024,768,3
7827,478,1024,3
7828,1024,941,3
7829,1024,1024,3
7830,989,749,3
7831,1024,768,3
7832,654,1024,3
7833,1024,1024,3
7834,640,480,3
7835,862,1024,3
7836,800,600,3
7837,800,684,3
7838,1024,768,3
7839,1024,768,3
7840,800,360,3
7841,1024,768,3
7842,800,600,3
7843,535,748,3
7844,800,799,3
7845,1024,768,3
7846,1024,1005,3
7847,766,1024,3
7848,800,600,3
7849,576,1024,3
7850,370,555,3
7851,1024,768,3
7852,800,600,3
7853,800,600,3
7854,800,400,3
7855,600,800,3
7856,661,1024,3
7857,768,1024,3
7858,800,600,3
7859,1024,768,3
7860,576,1024,3
7861,1024,584,3
7862,1024,768,3
7863,800,600,3
7864,766,1024,3
7865,1024,768,3
7866,800,533,3
7867,1024,768,3
7868,388,1024,3
7869,1024,768,3
7870,1024,768,3
7871,768,1024,3
7872,600,800,3
7873,1024,768,3
7874,600,800,3
7875,1024,576,3
7876,768,1024,3
7877,396,800,3
7878,800,600,3
7879,1024,768,3
7880,1024,519,3
7881,1024,768,3
7882,526,526,3
7883,1024,735,3
7884,768,1024,3
7885,800,600,3
7886,765,1024,3
7887,768,1024,3
7888,800,600,3
7889,576,1024,3
7890,600,800,3
7891,682,1024,3
7892,1024,768,3
7893,1024,871,3
7894,768,1024,3
7895,600,800,3
7896,576,1024,3
7897,1024,576,3
7898,768,1024,3
7899,768,1024,3
7900,1024,768,3
7901,775,1024,3
7902,600,800,3
7903,1024,768,3
7904,576,1024,3
7905,768,1024,3
7906,800,455,3
7907,1024,1024,3
7908,629,479,3
7909,576,1024,3
7910,1024,768,3
7911,600,800,3
7912,973,738,3
7913,800,600,3
7914,1024,957,3
7915,800,600,3
7916,600,800,3
7917,775,800,3
7918,768,1024,3
7919,1024,473,3
7920,768,1024,3
7921,611,800,3
7922,1024,768,3
7923,800,600,3
7924,1024,576,3
7925,546,1024,3
7926,1024,768,3
7927,1024,768,3
7928,1024,1024,3
7929,1024,768,3
7930,1024,794,3
7931,1024,768,3
7932,800,600,3
7933,1024,768,3
7934,878,1024,3
7935,500,1024,3
7936,282,500,3
7937,800,600,3
7938,388,800,3
7939,572,640,3
7940,768,1024,3
7941,768,1024,3
7942,768,1024,3
7943,1024,768,3
7944,1024,768,3
7945,800,526,3
7946,765,1024,3
7947,451,338,3
7948,1024,768,3
7949,1024,768,3
7950,1024,768,3
7951,768,1024,3
7952,800,360,3
7953,768,1024,3
7954,1024,576,3
7955,600,800,3
7956,600,800,3
7957,768,1024,3
7958,563,333,3
7959,1024,1024,3
