,width,height,channel
2986,600,800,3
2987,800,369,3
2988,800,600,3
2989,1024,485,3
2990,768,1024,3
2991,768,1024,3
2992,1024,768,3
2993,1024,461,3
2994,1024,768,3
2995,1024,768,3
2996,1024,488,3
2997,1024,768,3
2998,1024,1024,3
2999,768,1024,3
3000,1024,512,3
3001,800,600,3
3002,598,450,3
3003,600,800,3
3004,734,750,3
3005,1024,668,3
3006,1024,806,3
3007,1024,768,3
3008,799,800,3
3009,1024,584,3
3010,800,600,3
3011,768,1024,3
3012,1024,768,3
3013,480,640,3
3014,1024,768,3
3015,768,1024,3
3016,800,600,3
3017,1024,1024,3
3018,1024,768,3
3019,1024,768,3
3020,1024,768,3
3021,1024,768,3
3022,1024,768,3
3023,1024,793,3
3024,1024,768,3
3025,768,1024,3
3026,1024,768,3
3027,807,1024,3
3028,498,1024,3
3029,800,360,3
3030,768,1024,3
3031,1024,1024,3
3032,1024,768,3
3033,1024,891,3
3034,480,640,3
3035,790,567,3
3036,800,450,3
3037,1024,465,3
3038,1024,769,3
3039,1024,768,3
3040,1024,576,3
3041,1024,819,3
3042,480,640,3
3043,768,1024,3
3044,800,627,3
3045,800,378,3
3046,768,1024,3
3047,800,600,3
3048,768,1024,3
3049,768,1024,3
3050,1024,512,3
3051,800,600,3
3052,1024,768,3
3053,768,1024,3
3054,768,1024,3
3055,1024,768,3
3056,1024,768,3
3057,1024,778,3
3058,1024,576,3
3059,600,800,3
3060,768,1024,3
3061,1024,768,3
3062,800,600,3
3063,1024,768,3
3064,768,1024,3
3065,800,613,3
3066,1024,1024,3
3067,768,1024,3
3068,768,1024,3
3069,600,800,3
3070,473,1024,3
3071,1024,768,3
3072,1024,768,3
3073,800,360,3
3074,768,1024,3
3075,600,800,3
3076,768,1024,3
3077,800,600,3
3078,537,720,3
3079,1024,768,3
3080,640,480,3
3081,1024,768,3
3082,1024,669,3
3083,800,389,3
3084,808,808,3
3085,1024,768,3
3086,1024,768,3
3087,1024,768,3
3088,1024,1024,3
3089,800,600,3
3090,1024,768,3
3091,1024,1024,3
3092,1024,870,3
3093,1024,910,3
3094,800,360,3
3095,937,717,3
3096,576,1024,3
3097,768,1024,3
3098,1024,768,3
3099,1024,576,3
3100,768,1024,3
3101,1024,768,3
3102,768,1024,3
3103,768,1024,3
3104,1024,768,3
3105,1024,768,3
3106,1024,768,3
3107,1024,768,3
3108,1024,768,3
3109,576,1024,3
3110,800,600,3
3111,1024,768,3
3112,800,600,3
3113,1024,768,3
3114,800,600,3
3115,480,640,3
3116,600,800,3
3117,1024,1024,3
3118,1024,768,3
3119,1024,1024,3
3120,800,800,3
3121,600,800,3
3122,600,800,3
3123,584,1024,3
3124,1024,768,3
3125,1024,768,3
3126,1024,768,3
3127,1024,768,3
3128,1024,766,3
3129,800,373,3
3130,1024,768,3
3131,768,1024,3
3132,800,600,3
3133,768,1024,3
3134,600,800,3
3135,1024,768,3
3136,768,1024,3
3137,1024,989,3
3138,800,450,3
3139,800,600,3
3140,1024,473,3
3141,768,1024,3
3142,1024,768,3
3143,800,800,3
3144,800,600,3
3145,1024,768,3
3146,1024,768,3
3147,800,700,3
3148,800,600,3
3149,800,600,3
3150,1024,768,3
3151,1024,576,3
3152,1024,768,3
3153,1024,576,3
3154,800,360,3
3155,598,800,3
3156,800,570,3
3157,1024,768,3
3158,768,1024,3
3159,1024,768,3
3160,1024,768,3
3161,800,378,3
3162,576,1024,3
3163,690,1024,3
3164,1024,768,3
3165,768,1024,3
3166,768,1024,3
3167,1024,801,3
3168,576,1024,3
3169,951,1024,3
3170,1024,768,3
3171,768,1024,3
3172,1024,746,3
3173,768,1024,3
3174,768,1024,3
3175,1024,473,3
3176,1024,818,3
3177,800,600,3
3178,1024,473,3
3179,1024,768,3
3180,768,1024,3
3181,1024,768,3
3182,960,561,3
3183,768,1024,3
3184,1024,472,3
3185,768,1024,3
3186,1024,768,3
3187,1024,576,3
3188,800,600,3
3189,480,640,3
3190,640,640,3
3191,480,640,3
3192,1024,474,3
3193,1024,768,3
3194,1024,768,3
3195,1024,768,3
3196,1024,768,3
3197,1024,768,3
3198,1024,1024,3
3199,1024,576,3
3200,768,1024,3
3201,473,1024,3
3202,768,1024,3
3203,388,800,3
3204,800,369,3
3205,768,1024,3
3206,1024,473,3
3207,750,1000,3
3208,1024,768,3
3209,768,1024,3
3210,800,800,3
3211,800,600,3
3212,1024,768,3
3213,1024,768,3
3214,1024,768,3
3215,800,600,3
3216,1024,768,3
3217,1024,768,3
3218,1024,768,3
3219,1024,472,3
3220,1024,768,3
3221,1024,768,3
3222,360,800,3
3223,600,800,3
3224,600,1024,3
3225,800,449,3
3226,800,604,3
3227,800,600,3
3228,212,237,3
3229,1024,1024,3
3230,1024,744,3
3231,652,1024,3
3232,1024,1024,3
3233,1024,768,3
3234,800,600,3
3235,1024,768,3
3236,542,1024,3
3237,800,450,3
3238,1024,485,3
3239,966,750,3
3240,696,1024,3
3241,1024,768,3
3242,1024,485,3
3243,576,1024,3
3244,768,1024,3
3245,600,800,3
3246,1024,768,3
3247,1024,768,3
3248,1024,768,3
3249,450,800,3
3250,768,1024,3
3251,1024,768,3
3252,1024,768,3
3253,768,1024,3
3254,768,1024,3
3255,1024,768,3
3256,800,600,3
3257,800,600,3
3258,1024,473,3
3259,1024,768,3
3260,1024,1024,3
3261,1024,768,3
3262,800,378,3
3263,1000,1000,3
3264,600,800,3
3265,768,1024,3
3266,600,800,3
3267,768,1024,3
3268,768,1024,3
3269,1024,768,3
3270,768,1024,3
3271,768,1024,3
3272,1024,768,3
3273,768,1024,3
3274,1024,576,3
3275,1024,768,3
3276,1024,768,3
3277,960,720,3
3278,1024,768,3
3279,945,1024,3
3280,1024,768,3
3281,1024,768,3
3282,1024,768,3
3283,768,1024,3
3284,768,1024,3
3285,600,800,3
3286,800,449,3
3287,1024,768,3
3288,1024,768,3
3289,800,600,3
3290,800,360,3
3291,1024,768,3
3292,520,800,3
3293,1024,768,3
3294,768,1024,3
3295,768,1024,3
3296,1024,1024,3
3297,1024,768,3
3298,1024,989,3
3299,800,600,3
3300,800,600,3
3301,1024,768,3
3302,1024,768,3
3303,768,1024,3
3304,768,1024,3
3305,800,800,3
3306,1024,768,3
3307,423,718,3
3308,800,600,3
3309,800,600,3
3310,1024,1024,3
3311,1024,768,3
3312,1024,576,3
3313,1024,1024,3
3314,768,1024,3
3315,768,1024,3
3316,600,800,3
3317,1024,768,3
3318,1024,608,3
3319,800,800,3
3320,1024,768,3
3321,768,1024,3
3322,798,800,3
3323,1024,968,3
3324,1024,772,3
3325,1024,768,3
3326,600,800,3
3327,768,1024,3
3328,768,1024,3
3329,1024,1024,3
3330,768,1024,3
3331,1024,768,3
3332,800,473,3
3333,768,1024,3
3334,1024,768,3
3335,1024,1024,3
3336,1024,768,3
3337,960,720,3
3338,577,1024,3
3339,1024,768,3
3340,1024,732,3
3341,1024,768,3
3342,800,600,3
3343,1024,768,3
3344,768,1024,3
3345,768,1024,3
3346,768,1024,3
3347,768,1024,3
3348,1024,768,3
3349,1024,768,3
3350,1024,1022,3
3351,1024,1024,3
3352,768,1024,3
3353,498,1024,3
3354,800,378,3
3355,600,800,3
3356,1024,768,3
3357,1024,1024,3
3358,1024,959,3
3359,1024,492,3
3360,800,600,3
3361,1015,1024,3
3362,1024,1024,3
3363,768,1024,3
3364,768,1024,3
3365,800,600,3
3366,800,360,3
3367,1024,768,3
3368,240,320,3
3369,1024,768,3
3370,800,600,3
3371,714,800,3
3372,1024,768,3
3373,701,541,3
3374,768,1024,3
3375,1024,768,3
3376,1024,768,3
3377,1024,768,3
3378,1024,768,3
3379,1022,1024,3
3380,1024,768,3
3381,480,640,3
3382,576,1024,3
3383,768,1024,3
3384,576,1024,3
3385,1024,768,3
3386,1024,768,3
3387,800,600,3
3388,800,600,3
3389,768,1024,3
3390,1024,768,3
3391,768,1024,3
3392,1024,1024,3
3393,1024,768,3
3394,1024,815,3
3395,600,800,3
3396,1024,1024,3
3397,1024,514,3
3398,800,645,3
3399,800,360,3
3400,800,360,3
3401,1024,768,3
3402,800,369,3
3403,1024,768,3
3404,685,800,3
3405,765,1024,3
3406,768,1024,3
3407,800,600,3
3408,1024,1024,3
3409,600,600,3
3410,1024,1024,3
3411,768,1024,3
3412,1024,768,3
3413,1024,768,3
3414,724,800,3
3415,1024,1024,3
3416,1024,887,3
3417,1024,1024,3
3418,1024,768,3
3419,800,450,3
3420,731,1024,3
3421,768,1024,3
3422,1024,763,3
3423,465,465,3
3424,600,800,3
3425,768,1024,3
3426,1024,768,3
3427,1024,514,3
3428,1024,768,3
3429,1024,576,3
3430,450,800,3
3431,1024,768,3
3432,1024,768,3
3433,768,1024,3
3434,576,1024,3
3435,800,600,3
3436,1024,576,3
3437,1024,768,3
3438,768,1024,3
3439,768,1024,3
3440,768,1024,3
3441,1024,768,3
3442,800,600,3
3443,768,1024,3
3444,1024,1024,3
3445,768,1024,3
3446,768,1024,3
3447,1024,1024,3
3448,1024,768,3
3449,633,700,3
3450,800,800,3
3451,1024,768,3
3452,768,1024,3
3453,768,1024,3
3454,599,800,3
3455,1024,768,3
3456,1024,768,3
3457,768,1024,3
3458,768,1024,3
3459,768,1024,3
3460,1024,576,3
3461,768,1024,3
3462,1024,768,3
3463,800,600,3
3464,1024,768,3
3465,1024,768,3
3466,1024,939,3
3467,800,360,3
3468,1024,768,3
3469,768,1024,3
3470,1024,768,3
3471,800,600,3
3472,600,800,3
3473,1024,1024,3
3474,1024,768,3
3475,1024,576,3
3476,683,1024,3
3477,1024,1024,3
3478,1024,768,3
3479,1024,1024,3
3480,800,600,3
3481,768,1024,3
3482,1024,768,3
3483,800,450,3
3484,388,800,3
3485,768,1024,3
3486,1024,768,3
3487,1024,1024,3
3488,768,1024,3
3489,800,600,3
3490,998,1024,3
3491,1024,461,3
3492,1024,768,3
3493,768,1024,3
3494,1024,768,3
3495,800,600,3
3496,1024,768,3
3497,683,1024,3
3498,800,600,3
3499,1024,768,3
3500,1024,768,3
3501,1024,768,3
3502,800,600,3
3503,1024,681,3
3504,600,600,3
3505,1024,768,3
3506,566,740,3
3507,1024,478,3
3508,1024,768,3
3509,1024,768,3
3510,1024,768,3
3511,800,361,3
3512,768,1024,3
3513,800,600,3
3514,800,360,3
3515,1024,768,3
3516,768,1024,3
3517,819,1024,3
3518,600,800,3
3519,762,800,3
3520,800,600,3
3521,1024,885,3
3522,800,600,3
3523,768,1024,3
3524,768,1024,3
3525,1024,1024,3
3526,1024,768,3
3527,1024,768,3
3528,1024,768,3
3529,600,800,3
3530,800,450,3
3531,1024,768,3
3532,768,1024,3
3533,768,1024,3
3534,1024,768,3
3535,768,1024,3
3536,1024,1024,3
3537,800,600,3
3538,768,1024,3
3539,576,1024,3
3540,800,600,3
3541,768,1024,3
3542,800,600,3
3543,1024,768,3
3544,759,745,3
3545,1024,768,3
3546,600,800,3
3547,768,1024,3
3548,1024,768,3
3549,1024,768,3
3550,1024,768,3
3551,1024,768,3
3552,768,1024,3
3553,1024,768,3
3554,1024,768,3
3555,768,1024,3
3556,800,358,3
3557,1024,768,3
3558,1024,1024,3
3559,473,1024,3
3560,1024,768,3
3561,512,1024,3
3562,1024,1024,3
3563,768,1024,3
3564,765,1024,3
3565,1024,768,3
3566,1024,768,3
3567,1024,768,3
3568,1024,576,3
3569,768,1024,3
3570,1024,768,3
3571,768,1024,3
3572,1024,768,3
3573,768,1024,3
3574,1024,711,3
3575,1024,724,3
3576,1024,768,3
3577,1024,768,3
3578,1024,768,3
3579,1024,1024,3
3580,800,600,3
3581,1024,768,3
3582,1024,768,3
3583,1024,768,3
3584,960,432,3
3585,855,1024,3
3586,1024,576,3
3587,600,800,3
3588,1024,768,3
3589,800,599,3
3590,1024,768,3
3591,526,526,3
3592,1024,1024,3
3593,1024,771,3
3594,606,1024,3
3595,1024,768,3
3596,768,1024,3
3597,768,1024,3
3598,768,1024,3
3599,1024,768,3
3600,600,800,3
3601,1024,768,3
3602,500,500,3
3603,800,600,3
3604,771,1024,3
3605,1024,768,3
3606,800,600,3
3607,825,831,3
3608,768,1024,3
3609,1024,870,3
3610,1024,1024,3
3611,1024,472,3
3612,576,1024,3
3613,768,1024,3
3614,800,600,3
3615,1024,969,3
3616,1024,922,3
3617,800,374,3
3618,1024,1024,3
3619,794,794,3
3620,600,800,3
3621,1024,768,3
3622,800,360,3
3623,768,1024,3
3624,1024,693,3
3625,768,1024,3
3626,1024,809,3
3627,400,600,3
3628,1024,1024,3
3629,1024,473,3
3630,768,1024,3
3631,1024,768,3
3632,1024,768,3
3633,800,600,3
3634,1024,1024,3
3635,768,1024,3
3636,600,800,3
3637,800,600,3
3638,1024,768,3
3639,768,1024,3
3640,768,1024,3
3641,1024,768,3
3642,1024,576,3
3643,800,450,3
3644,462,1024,3
3645,768,1024,3
3646,600,800,3
3647,1024,723,3
3648,768,1024,3
3649,800,600,3
3650,1024,768,3
3651,1024,768,3
3652,800,516,3
3653,1024,821,3
3654,1024,768,3
3655,600,800,3
3656,768,1024,3
3657,1024,579,3
3658,766,1024,3
3659,1024,1024,3
3660,768,1024,3
3661,1024,1024,3
3662,768,1024,3
3663,768,1024,3
3664,1024,762,3
3665,1024,768,3
3666,768,1024,3
3667,1024,768,3
3668,1024,768,3
3669,1024,863,3
3670,800,600,3
3671,1024,768,3
3672,1024,1024,3
3673,800,600,3
3674,1024,768,3
3675,768,1024,3
3676,460,460,3
3677,600,800,3
3678,1024,576,3
3679,1024,768,3
3680,800,600,3
3681,1024,768,3
3682,800,373,3
3683,1024,768,3
3684,600,800,3
3685,768,1024,3
3686,1024,768,3
3687,1024,768,3
3688,600,800,3
3689,800,613,3
3690,768,1024,3
3691,1024,1024,3
3692,1024,473,3
3693,450,800,3
3694,937,700,3
3695,600,800,3
3696,576,1024,3
3697,600,800,3
3698,1024,768,3
3699,1024,768,3
3700,800,600,3
3701,1024,768,3
3702,600,800,3
3703,768,1024,3
3704,800,600,3
3705,1024,768,3
3706,768,1024,3
3707,977,1024,3
3708,768,1024,3
3709,480,640,3
3710,578,1024,3
3711,676,960,3
3712,799,800,3
3713,600,800,3
3714,800,429,3
3715,1024,768,3
3716,1024,512,3
3717,768,1024,3
3718,1024,473,3
3719,768,1024,3
3720,1024,768,3
3721,800,450,3
3722,1024,768,3
3723,768,1024,3
3724,1024,768,3
3725,1024,768,3
3726,800,600,3
3727,768,1024,3
3728,600,600,3
3729,1024,765,3
3730,1024,768,3
3731,584,1024,3
3732,768,1024,3
3733,576,1024,3
3734,800,800,3
3735,800,600,3
3736,768,1024,3
3737,685,1024,3
3738,800,800,3
3739,800,600,3
3740,768,1024,3
3741,600,800,3
3742,576,1024,3
3743,1024,768,3
3744,584,807,3
3745,1024,768,3
3746,449,800,3
3747,640,480,3
3748,710,703,3
3749,1024,768,3
3750,768,1024,3
3751,1024,768,3
3752,1024,768,3
3753,639,1024,3
3754,768,1024,3
3755,768,1024,3
3756,682,692,3
3757,800,342,3
3758,768,1024,3
3759,1024,461,3
3760,621,800,3
3761,576,1024,3
3762,800,450,3
3763,768,1024,3
3764,1024,1024,3
3765,1024,768,3
3766,538,1024,3
3767,800,293,3
3768,1024,768,3
3769,800,600,3
3770,1024,751,3
3771,768,1024,3
3772,1024,631,3
3773,1024,473,3
3774,1024,768,3
3775,1024,576,3
3776,1024,768,3
3777,1024,768,3
3778,797,800,3
3779,768,1024,3
3780,1024,485,3
3781,768,1024,3
3782,800,359,3
3783,1024,768,3
3784,960,720,3
3785,1024,768,3
3786,800,449,3
3787,1024,768,3
3788,768,1024,3
3789,600,800,3
3790,640,480,3
3791,768,1024,3
3792,1024,768,3
3793,496,1024,3
3794,1024,768,3
3795,1024,768,3
3796,768,1024,3
3797,1024,708,3
3798,1024,862,3
3799,1024,1024,3
3800,1024,768,3
3801,1024,768,3
3802,988,1024,3
3803,1024,768,3
3804,800,368,3
3805,550,800,3
3806,768,1024,3
3807,545,800,3
3808,576,1024,3
3809,768,1024,3
3810,800,544,3
3811,523,650,3
3812,1024,1024,3
3813,600,800,3
3814,768,1024,3
3815,800,600,3
3816,1024,768,3
3817,1024,768,3
3818,800,600,3
3819,800,450,3
3820,1024,768,3
3821,640,640,3
3822,640,480,3
3823,1024,768,3
3824,450,800,3
3825,1024,768,3
3826,600,800,3
3827,1024,768,3
3828,1024,768,3
3829,685,1024,3
3830,768,1024,3
3831,1024,768,3
3832,1024,768,3
3833,576,1024,3
3834,296,394,3
3835,480,640,3
3836,768,1024,3
3837,768,1024,3
3838,473,1024,3
3839,1024,768,3
3840,768,1024,3
3841,1024,768,3
3842,1024,768,3
3843,1024,1024,3
3844,1024,576,3
3845,768,1024,3
3846,1024,768,3
3847,761,750,3
3848,768,1024,3
3849,1024,1005,3
3850,1024,768,3
3851,1024,1024,3
3852,1024,1024,3
3853,800,368,3
3854,1024,768,3
3855,1024,768,3
3856,576,1024,3
3857,1024,768,3
3858,768,1024,3
3859,480,640,3
3860,576,1024,3
3861,927,1024,3
3862,1024,768,3
3863,800,600,3
3864,769,1024,3
3865,768,1024,3
3866,1024,768,3
3867,800,600,3
3868,1024,768,3
3869,800,450,3
3870,481,640,3
3871,800,600,3
3872,768,1024,3
3873,767,1024,3
3874,768,1024,3
3875,800,388,3
3876,1024,1021,3
3877,1024,768,3
3878,480,640,3
3879,800,600,3
3880,1024,768,3
3881,1024,498,3
3882,1024,485,3
3883,683,1024,3
3884,1024,768,3
3885,1024,768,3
3886,1024,768,3
3887,576,1024,3
3888,1024,473,3
3889,1024,768,3
3890,996,756,3
3891,1024,768,3
3892,1024,768,3
3893,1023,1024,3
3894,1024,750,3
3895,768,1024,3
3896,768,1024,3
3897,1024,1024,3
3898,1024,683,3
3899,800,600,3
3900,1024,461,3
3901,1024,1024,3
3902,1024,1024,3
3903,800,600,3
3904,768,1024,3
3905,600,800,3
3906,768,1024,3
3907,800,450,3
3908,1024,768,3
3909,800,600,3
3910,478,1024,3
3911,1024,768,3
3912,1024,768,3
3913,800,600,3
3914,1024,768,3
3915,1024,768,3
3916,960,720,3
3917,1024,768,3
3918,800,600,3
3919,1024,768,3
3920,800,600,3
3921,768,1024,3
3922,768,1024,3
3923,1024,422,3
3924,1024,768,3
3925,1024,768,3
3926,800,1024,3
3927,768,1024,3
3928,1024,1006,3
3929,1024,768,3
3930,960,492,3
3931,1024,768,3
3932,1024,473,3
3933,361,800,3
3934,1024,768,3
3935,768,1024,3
3936,1024,768,3
3937,768,1024,3
3938,768,1024,3
3939,800,360,3
3940,768,1024,3
3941,1024,473,3
3942,1024,768,3
3943,461,1024,3
3944,800,360,3
3945,800,600,3
3946,1024,1024,3
3947,640,360,3
3948,543,813,3
3949,800,600,3
3950,1024,768,3
3951,768,1024,3
3952,541,800,3
3953,1024,576,3
3954,1024,768,3
3955,605,1024,3
3956,450,600,3
3957,1024,768,3
3958,891,1024,3
3959,800,600,3
3960,768,1024,3
3961,768,1024,3
3962,768,1024,3
3963,1024,768,3
3964,640,1024,3
3965,1024,768,3
3966,800,436,3
3967,768,1024,3
3968,1024,1024,3
3969,765,1024,3
3970,1024,768,3
3971,1024,768,3
3972,768,1024,3
3973,1024,766,3
3974,1024,768,3
3975,768,1024,3
3976,1024,768,3
3977,768,1024,3
3978,1024,768,3
3979,800,600,3
3980,1024,944,3
3981,1024,768,3
3982,1024,768,3
3983,1024,1024,3
3984,1024,768,3
3985,1024,765,3
3986,768,1024,3
3987,1024,768,3
3988,768,1024,3
3989,768,1024,3
3990,1000,750,3
3991,1024,768,3
3992,800,685,3
3993,1024,768,3
3994,768,1024,3
3995,768,1024,3
3996,800,511,3
3997,746,717,3
3998,1024,768,3
3999,584,1024,3
4000,1024,768,3
4001,800,450,3
4002,1024,1024,3
4003,768,1024,3
4004,960,720,3
4005,1024,1024,3
4006,768,1024,3
4007,1024,768,3
4008,1024,768,3
4009,768,1024,3
4010,1024,768,3
4011,582,800,3
4012,800,600,3
4013,1024,768,3
4014,768,1024,3
4015,1024,768,3
4016,902,377,3
4017,768,1024,3
4018,800,600,3
4019,1024,768,3
4020,905,1024,3
4021,1024,768,3
4022,1024,768,3
4023,1024,768,3
4024,1024,941,3
4025,768,1024,3
4026,1024,576,3
4027,768,1024,3
4028,800,600,3
4029,800,600,3
4030,800,600,3
4031,1024,472,3
4032,720,960,3
4033,1024,768,3
4034,800,600,3
4035,1024,768,3
4036,600,800,3
4037,1024,472,3
4038,1024,768,3
4039,1024,768,3
4040,1024,768,3
4041,680,1024,3
4042,960,671,3
4043,1024,768,3
4044,768,1024,3
4045,1024,522,3
4046,1024,768,3
4047,1024,890,3
4048,600,800,3
4049,768,1024,3
4050,600,800,3
4051,1024,1024,3
4052,1024,1024,3
4053,1024,768,3
4054,800,378,3
4055,558,750,3
4056,1024,1024,3
4057,1024,768,3
4058,1024,997,3
4059,1024,768,3
4060,591,800,3
4061,480,640,3
4062,768,1024,3
4063,655,571,3
4064,1024,768,3
4065,1024,768,3
4066,1024,473,3
4067,1024,768,3
4068,1024,768,3
4069,1024,768,3
4070,768,1024,3
4071,1024,768,3
4072,1024,473,3
4073,373,800,3
4074,1024,576,3
4075,1024,768,3
4076,800,600,3
4077,1024,768,3
4078,1024,768,3
4079,800,600,3
4080,575,1024,3
4081,1024,768,3
4082,893,816,3
4083,1024,440,3
4084,1000,1000,3
4085,1024,768,3
4086,651,1024,3
4087,800,600,3
4088,390,535,3
4089,797,1024,3
4090,1024,473,3
4091,1024,1024,3
4092,768,1024,3
4093,768,1024,3
4094,1024,768,3
4095,1024,768,3
4096,1024,768,3
4097,1000,1024,3
4098,768,1024,3
4099,768,1024,3
4100,665,1024,3
4101,1024,768,3
4102,768,1024,3
4103,1024,768,3
4104,1024,765,3
4105,800,600,3
4106,1024,768,3
4107,768,1024,3
4108,1024,576,3
4109,768,1024,3
4110,1024,768,3
4111,1024,768,3
4112,1024,768,3
4113,1024,768,3
4114,800,800,3
4115,1024,518,3
4116,1024,768,3
4117,1024,1024,3
4118,768,1024,3
4119,768,1024,3
4120,800,600,3
4121,800,600,3
4122,800,600,3
4123,880,1024,3
4124,577,1024,3
4125,1024,576,3
4126,1024,768,3
4127,600,800,3
4128,800,600,3
4129,1024,576,3
4130,600,800,3
4131,1024,768,3
4132,320,240,3
4133,800,600,3
4134,1024,768,3
4135,800,360,3
4136,842,1024,3
4137,1024,768,3
4138,572,1024,3
4139,1024,883,3
4140,994,1024,3
4141,800,600,3
4142,1024,768,3
4143,1024,769,3
4144,768,1024,3
4145,843,1024,3
4146,1024,950,3
4147,1024,768,3
4148,800,600,3
4149,485,1024,3
4150,600,800,3
4151,1024,768,3
4152,1024,768,3
4153,768,1024,3
4154,1024,768,3
4155,1024,768,3
4156,1024,768,3
4157,1024,768,3
4158,1024,768,3
4159,444,544,3
4160,1024,474,3
4161,1024,770,3
4162,720,960,3
4163,768,1024,3
4164,800,600,3
4165,800,499,3
4166,768,1024,3
4167,800,388,3
4168,887,1000,3
4169,600,800,3
4170,1024,768,3
4171,1024,575,3
4172,881,661,3
4173,829,679,3
4174,768,1024,3
4175,1024,576,3
4176,1024,768,3
4177,676,1024,3
4178,1024,768,3
4179,768,1024,3
4180,800,600,3
4181,1024,473,3
4182,1024,768,3
4183,1024,1024,3
4184,1024,768,3
4185,800,600,3
4186,800,600,3
4187,765,1024,3
4188,1024,768,3
4189,800,600,3
4190,1024,473,3
4191,568,810,3
4192,1024,1024,3
4193,1024,768,3
4194,1024,768,3
4195,1024,768,3
4196,1024,1024,3
4197,800,600,3
4198,960,704,3
4199,607,800,3
4200,1024,768,3
4201,1024,576,3
4202,800,533,3
4203,1024,768,3
4204,1024,640,3
4205,800,600,3
4206,1024,768,3
4207,800,600,3
4208,1024,576,3
4209,1024,768,3
4210,1024,768,3
4211,1024,768,3
4212,1024,854,3
4213,400,600,3
4214,768,1024,3
4215,1024,768,3
4216,800,388,3
4217,1024,1024,3
4218,1024,1024,3
4219,1024,768,3
4220,788,414,3
4221,1024,768,3
4222,1024,473,3
4223,1024,768,3
4224,1024,768,3
4225,1024,768,3
4226,768,1024,3
4227,800,600,3
4228,1024,768,3
4229,768,1024,3
4230,1024,768,3
4231,1024,527,3
4232,768,1024,3
4233,1024,768,3
4234,800,600,3
4235,1000,1000,3
4236,1024,707,3
4237,1024,357,3
4238,550,1024,3
4239,576,1024,3
4240,800,600,3
4241,1024,768,3
4242,360,800,3
4243,1024,768,3
4244,600,800,3
4245,800,450,3
4246,566,800,3
4247,800,600,3
4248,768,1024,3
4249,768,1024,3
4250,768,1024,3
4251,768,1024,3
4252,1024,768,3
4253,800,600,3
4254,768,1024,3
4255,768,1024,3
4256,800,600,3
4257,1024,768,3
4258,1024,575,3
4259,768,1024,3
4260,768,1024,3
4261,450,800,3
4262,800,600,3
4263,896,394,3
4264,800,600,3
4265,768,892,3
4266,768,1024,3
4267,800,600,3
4268,1024,1024,3
4269,768,1024,3
4270,768,1024,3
4271,1024,768,3
4272,1024,575,3
4273,576,1024,3
4274,800,600,3
4275,1024,1024,3
4276,799,800,3
4277,1024,1024,3
4278,600,800,3
4279,800,600,3
4280,1024,472,3
4281,1024,1024,3
4282,1024,768,3
4283,450,800,3
4284,1024,768,3
4285,1024,768,3
4286,800,600,3
4287,1024,768,3
4288,1024,1024,3
4289,800,600,3
4290,1024,768,3
4291,1002,750,3
4292,1024,1024,3
4293,798,750,3
4294,1024,768,3
4295,800,600,3
4296,600,800,3
4297,1024,768,3
4298,1024,1024,3
4299,800,600,3
4300,1024,768,3
4301,768,1024,3
4302,1024,768,3
4303,768,1024,3
4304,768,1024,3
4305,1024,768,3
4306,1024,768,3
4307,1024,768,3
4308,1024,1024,3
4309,600,800,3
4310,685,1024,3
4311,1024,768,3
4312,375,500,3
4313,1024,768,3
4314,1024,768,3
4315,1024,759,3
4316,1024,768,3
4317,1024,584,3
4318,1024,916,3
4319,1024,802,3
4320,1024,1024,3
4321,1024,321,3
4322,1024,768,3
4323,800,373,3
4324,1024,485,3
4325,993,1024,3
4326,1024,768,3
4327,768,1024,3
4328,800,600,3
4329,1024,768,3
4330,1024,473,3
4331,1024,768,3
4332,800,600,3
4333,800,600,3
4334,1024,1024,3
4335,938,1024,3
4336,800,800,3
4337,1024,768,3
4338,768,1024,3
4339,1024,1024,3
4340,602,800,3
4341,800,477,3
4342,1024,768,3
4343,1024,768,3
4344,768,1024,3
4345,800,379,3
4346,800,600,3
4347,1024,768,3
4348,800,630,3
4349,1024,768,3
4350,768,1024,3
4351,640,480,3
4352,768,1024,3
4353,768,1024,3
4354,1024,768,3
4355,1024,768,3
4356,768,1024,3
4357,1024,768,3
4358,768,1024,3
4359,768,1024,3
4360,1024,1024,3
4361,480,640,3
4362,1024,819,3
4363,1024,768,3
4364,800,600,3
4365,800,600,3
4366,768,1024,3
4367,1024,925,3
4368,800,600,3
4369,600,800,3
4370,768,1024,3
4371,1024,1024,3
4372,1024,768,3
4373,1024,1024,3
4374,800,600,3
4375,806,1024,3
4376,1024,768,3
4377,1024,768,3
4378,500,500,3
4379,1024,768,3
4380,627,383,3
4381,800,800,3
4382,1024,768,3
4383,1024,768,3
4384,768,1024,3
4385,1024,768,3
4386,768,1024,3
4387,1024,768,3
4388,528,514,3
4389,1024,768,3
4390,768,1024,3
4391,1024,1024,3
4392,768,1024,3
4393,768,1024,3
4394,640,480,3
4395,644,1024,3
4396,600,800,3
4397,485,1024,3
4398,800,600,3
4399,450,800,3
4400,1024,768,3
4401,800,781,3
4402,768,1024,3
4403,768,1024,3
4404,768,1024,3
4405,1024,768,3
4406,768,1024,3
4407,800,600,3
4408,800,800,3
4409,768,1024,3
4410,1024,768,3
4411,1024,1024,3
4412,800,600,3
4413,800,450,3
4414,768,1024,3
